participant_id,statement_id,vote_value
1FmMxbFiSFTMzDm5nAqjfg-512,b2knftu2gc5wi6fq-121,AGREE
1FmMxbFiSFTMzDm5nAqjfg-512,chj755nf4zw9xa3k-16,AGREE
1FmMxbFiSFTMzDm5nAqjfg-512,cvs4f8cgvyie6ivw-14,DISAGREE
1FmMxbFiSFTMzDm5nAqjfg-512,g2qzw3c1qkbhb7s9-224,AGREE
1FmMxbFiSFTMzDm5nAqjfg-512,hukwqvr1h61iaoim-469,AGREE
1FmMxbFiSFTMzDm5nAqjfg-512,hv3a3zmf8mdd4v30-1,AGREE
1FmMxbFiSFTMzDm5nAqjfg-512,jeyn9382kkzmpjrh-262,AGREE
1FmMxbFiSFTMzDm5nAqjfg-512,jja26yfpmvxpj4hn-123,AGREE
1FmMxbFiSFTMzDm5nAqjfg-512,mb5m9j98cwn2y8fv-228,AGREE
1FmMxbFiSFTMzDm5nAqjfg-512,nam148p0tvhhpbmy-44,AGREE
1FmMxbFiSFTMzDm5nAqjfg-512,nqjqijc1ydmt8vt4-532,AGREE
1FmMxbFiSFTMzDm5nAqjfg-512,pvs7hzioykl1cq99-15,DISAGREE
1FmMxbFiSFTMzDm5nAqjfg-512,r5xqt4p501nouhtc-243,AGREE
1FmMxbFiSFTMzDm5nAqjfg-512,rdmly4lyk83tqll8-81,AGREE
1FmMxbFiSFTMzDm5nAqjfg-512,t7o75rh8lx6dut07-267,AGREE
1FmMxbFiSFTMzDm5nAqjfg-512,teiyzcotohp6vz41-43,AGREE
1FmMxbFiSFTMzDm5nAqjfg-512,vt997e4uny181acj-446,AGREE
1FmMxbFiSFTMzDm5nAqjfg-512,x7eedtjvzhwjr64d-17,PASS
1FmMxbFiSFTMzDm5nAqjfg-512,xaji0y6dpbhsahxt-0,AGREE
1FmMxbFiSFTMzDm5nAqjfg-512,xuj3ac6pe63lbqgu-486,PASS
1FQTBQD47RY2JKOtm1XrWx-1006,313fpoyipk0qtl3q-210,AGREE
1FQTBQD47RY2JKOtm1XrWx-1006,3p91i3vmzwffhhcm-395,AGREE
1FQTBQD47RY2JKOtm1XrWx-1006,3zkwdeekgyspengw-381,AGREE
1FQTBQD47RY2JKOtm1XrWx-1006,5935a0l7253j2d54-20,AGREE
1FQTBQD47RY2JKOtm1XrWx-1006,7e8g8jdp0lvsnujz-24,AGREE
1FQTBQD47RY2JKOtm1XrWx-1006,a7tz0yncxll4zklo-29,PASS
1FQTBQD47RY2JKOtm1XrWx-1006,cd5glqj5sxvwvm4w-379,AGREE
1FQTBQD47RY2JKOtm1XrWx-1006,cdyk0x65mufm8zov-206,AGREE
1FQTBQD47RY2JKOtm1XrWx-1006,cvs4f8cgvyie6ivw-14,AGREE
1FQTBQD47RY2JKOtm1XrWx-1006,ef828xg8y72ivgly-501,PASS
1FQTBQD47RY2JKOtm1XrWx-1006,foy4dd1vn8lfjdtv-443,AGREE
1FQTBQD47RY2JKOtm1XrWx-1006,gcsotdhhlmh1t939-743,AGREE
1FQTBQD47RY2JKOtm1XrWx-1006,gkwwjwgabtgdjz0i-915,DISAGREE
1FQTBQD47RY2JKOtm1XrWx-1006,i9nb74x2ek3zezqa-213,AGREE
1FQTBQD47RY2JKOtm1XrWx-1006,ir4cowgzrixa11dp-32,AGREE
1FQTBQD47RY2JKOtm1XrWx-1006,j3muurmybd2qe4pa-424,AGREE
1FQTBQD47RY2JKOtm1XrWx-1006,jegqtoamdvlnknd6-317,AGREE
1FQTBQD47RY2JKOtm1XrWx-1006,noljq52wspofv177-547,AGREE
1FQTBQD47RY2JKOtm1XrWx-1006,nqjqijc1ydmt8vt4-532,AGREE
1FQTBQD47RY2JKOtm1XrWx-1006,ofn1r4kz36u8ueih-288,AGREE
1FQTBQD47RY2JKOtm1XrWx-1006,ofqewaouaxeqbnhl-45,AGREE
1FQTBQD47RY2JKOtm1XrWx-1006,oqw9ja2m0w10lbt3-223,AGREE
1FQTBQD47RY2JKOtm1XrWx-1006,pdtz91x70fqldb2u-749,AGREE
1FQTBQD47RY2JKOtm1XrWx-1006,phr62gdswm31yiha-31,AGREE
1FQTBQD47RY2JKOtm1XrWx-1006,pnsm43d8w3zp08j3-55,AGREE
1FQTBQD47RY2JKOtm1XrWx-1006,pvs7hzioykl1cq99-15,AGREE
1FQTBQD47RY2JKOtm1XrWx-1006,qvindh4spfdrwb2s-831,AGREE
1FQTBQD47RY2JKOtm1XrWx-1006,r5xqt4p501nouhtc-243,AGREE
1FQTBQD47RY2JKOtm1XrWx-1006,rm6j8y6rh05hhiwf-868,AGREE
1FQTBQD47RY2JKOtm1XrWx-1006,sb5iqnf74t60ploz-466,AGREE
1FQTBQD47RY2JKOtm1XrWx-1006,t7o75rh8lx6dut07-267,AGREE
1FQTBQD47RY2JKOtm1XrWx-1006,t9nt3w5uzbikcidk-2,AGREE
1FQTBQD47RY2JKOtm1XrWx-1006,upfln4rxyj38xrg2-299,AGREE
1FQTBQD47RY2JKOtm1XrWx-1006,v01zderi4k5ogz2u-836,AGREE
1FQTBQD47RY2JKOtm1XrWx-1006,waj1g1r1dwwo8nbh-584,AGREE
1FQTBQD47RY2JKOtm1XrWx-1006,x7eedtjvzhwjr64d-17,AGREE
1FQTBQD47RY2JKOtm1XrWx-1006,x7n89ltajw2536zx-738,AGREE
1FQTBQD47RY2JKOtm1XrWx-1006,xmxb9yo18pajssuu-361,AGREE
1FQTBQD47RY2JKOtm1XrWx-1006,xuj3ac6pe63lbqgu-486,AGREE
1FQTBQD47RY2JKOtm1XrWx-1006,yjxrpj1epkyrybov-188,AGREE
1fvQyIFoQGFAVjEw6kVPrL-957,049enulqjidknwi5-240,AGREE
1fvQyIFoQGFAVjEw6kVPrL-957,06nkwfg3mwu4cfil-890,AGREE
1fvQyIFoQGFAVjEw6kVPrL-957,085rntdr5xyfc4kl-509,DISAGREE
1fvQyIFoQGFAVjEw6kVPrL-957,3obyghgk5bwikotc-488,DISAGREE
1fvQyIFoQGFAVjEw6kVPrL-957,3pt5r5rc6zs62ywe-538,DISAGREE
1fvQyIFoQGFAVjEw6kVPrL-957,5935a0l7253j2d54-20,AGREE
1fvQyIFoQGFAVjEw6kVPrL-957,69ugnekrcpprcjiw-321,AGREE
1fvQyIFoQGFAVjEw6kVPrL-957,6qdy4lmct64z7w2s-233,DISAGREE
1fvQyIFoQGFAVjEw6kVPrL-957,7oq2zdo74v1qx8er-695,DISAGREE
1fvQyIFoQGFAVjEw6kVPrL-957,a7tz0yncxll4zklo-29,DISAGREE
1fvQyIFoQGFAVjEw6kVPrL-957,ba75uuzpeal2w37d-191,DISAGREE
1fvQyIFoQGFAVjEw6kVPrL-957,cvs4f8cgvyie6ivw-14,AGREE
1fvQyIFoQGFAVjEw6kVPrL-957,fel6246hid25owf7-19,AGREE
1fvQyIFoQGFAVjEw6kVPrL-957,g2qzw3c1qkbhb7s9-224,AGREE
1fvQyIFoQGFAVjEw6kVPrL-957,izzqy72wx7ptx63c-76,AGREE
1fvQyIFoQGFAVjEw6kVPrL-957,j3muurmybd2qe4pa-424,AGREE
1fvQyIFoQGFAVjEw6kVPrL-957,me8f840982n2atqy-132,DISAGREE
1fvQyIFoQGFAVjEw6kVPrL-957,n9j2qp89uzfk8ut0-13,DISAGREE
1fvQyIFoQGFAVjEw6kVPrL-957,noljq52wspofv177-547,DISAGREE
1fvQyIFoQGFAVjEw6kVPrL-957,ntrfzwkxxjve3dze-625,AGREE
1fvQyIFoQGFAVjEw6kVPrL-957,ofwb0hpmnz1udbfw-187,AGREE
1fvQyIFoQGFAVjEw6kVPrL-957,pvs7hzioykl1cq99-15,AGREE
1fvQyIFoQGFAVjEw6kVPrL-957,qvindh4spfdrwb2s-831,AGREE
1fvQyIFoQGFAVjEw6kVPrL-957,r5xqt4p501nouhtc-243,AGREE
1fvQyIFoQGFAVjEw6kVPrL-957,sigbiaf92movs0cd-852,AGREE
1fvQyIFoQGFAVjEw6kVPrL-957,sq0oxfq8myx444nl-117,DISAGREE
1fvQyIFoQGFAVjEw6kVPrL-957,uijnwpaytxw1vzc7-753,DISAGREE
1fvQyIFoQGFAVjEw6kVPrL-957,ujv6oh9sdbdw2pcn-5,DISAGREE
1fvQyIFoQGFAVjEw6kVPrL-957,x7eedtjvzhwjr64d-17,DISAGREE
1fvQyIFoQGFAVjEw6kVPrL-957,z15bcw790pdw5py6-118,AGREE
1fvQyIFoQGFAVjEw6kVPrL-957,z74lav71448n7odk-497,AGREE
1G9rlspnpVKKLlkzAU8YJR-1074,0dl5e11e9ftaxp0w-442,AGREE
1G9rlspnpVKKLlkzAU8YJR-1074,1b0z3nx39rbsv55p-116,AGREE
1G9rlspnpVKKLlkzAU8YJR-1074,3t60rjiw1swjckjl-39,AGREE
1G9rlspnpVKKLlkzAU8YJR-1074,4wsqt26q3xlrfcd6-198,AGREE
1G9rlspnpVKKLlkzAU8YJR-1074,5935a0l7253j2d54-20,DISAGREE
1G9rlspnpVKKLlkzAU8YJR-1074,64yfds0dji9kqdgb-631,AGREE
1G9rlspnpVKKLlkzAU8YJR-1074,69ugnekrcpprcjiw-321,AGREE
1G9rlspnpVKKLlkzAU8YJR-1074,6khub2rtsoyg9zqy-879,AGREE
1G9rlspnpVKKLlkzAU8YJR-1074,750cehlxslg6mm1z-255,AGREE
1G9rlspnpVKKLlkzAU8YJR-1074,8hyexf7jxjn6fokz-435,AGREE
1G9rlspnpVKKLlkzAU8YJR-1074,a7tz0yncxll4zklo-29,AGREE
1G9rlspnpVKKLlkzAU8YJR-1074,akhejla0gnzs43c5-190,AGREE
1G9rlspnpVKKLlkzAU8YJR-1074,b0oih5csk30lvylk-284,AGREE
1G9rlspnpVKKLlkzAU8YJR-1074,chj755nf4zw9xa3k-16,AGREE
1G9rlspnpVKKLlkzAU8YJR-1074,cvs4f8cgvyie6ivw-14,AGREE
1G9rlspnpVKKLlkzAU8YJR-1074,cwi64ciyhe7ur23g-10,AGREE
1G9rlspnpVKKLlkzAU8YJR-1074,dhylurtp0lzjjege-67,AGREE
1G9rlspnpVKKLlkzAU8YJR-1074,ehe2atn2twdl9zs1-234,AGREE
1G9rlspnpVKKLlkzAU8YJR-1074,f6a4fejgxaa2ilgb-168,AGREE
1G9rlspnpVKKLlkzAU8YJR-1074,g8sbi4q2y9v86wzs-35,AGREE
1G9rlspnpVKKLlkzAU8YJR-1074,gkwwjwgabtgdjz0i-915,DISAGREE
1G9rlspnpVKKLlkzAU8YJR-1074,hv3a3zmf8mdd4v30-1,AGREE
1G9rlspnpVKKLlkzAU8YJR-1074,i7p5tb94874frhoc-12,AGREE
1G9rlspnpVKKLlkzAU8YJR-1074,k0axycelos6zle6k-275,AGREE
1G9rlspnpVKKLlkzAU8YJR-1074,kcd0rlexdw6lqwlv-765,AGREE
1G9rlspnpVKKLlkzAU8YJR-1074,ly8ozcywd14ve92m-54,AGREE
1G9rlspnpVKKLlkzAU8YJR-1074,n2qb6gs8g8tacy15-746,AGREE
1G9rlspnpVKKLlkzAU8YJR-1074,ntrfzwkxxjve3dze-625,DISAGREE
1G9rlspnpVKKLlkzAU8YJR-1074,ofqewaouaxeqbnhl-45,AGREE
1G9rlspnpVKKLlkzAU8YJR-1074,phr62gdswm31yiha-31,AGREE
1G9rlspnpVKKLlkzAU8YJR-1074,pvs7hzioykl1cq99-15,PASS
1G9rlspnpVKKLlkzAU8YJR-1074,riuu9k9xjuy0bvr6-129,AGREE
1G9rlspnpVKKLlkzAU8YJR-1074,t1ghr09skdgigatj-68,DISAGREE
1G9rlspnpVKKLlkzAU8YJR-1074,t7zewviytwbozd1a-265,AGREE
1G9rlspnpVKKLlkzAU8YJR-1074,v1zocfi4o6l1f90s-311,AGREE
1G9rlspnpVKKLlkzAU8YJR-1074,wkshy8nbiquwrxze-684,AGREE
1G9rlspnpVKKLlkzAU8YJR-1074,wnnhj7xvg0fn9xuy-3,AGREE
1G9rlspnpVKKLlkzAU8YJR-1074,x7eedtjvzhwjr64d-17,AGREE
1G9rlspnpVKKLlkzAU8YJR-1074,xuj3ac6pe63lbqgu-486,AGREE
1G9rlspnpVKKLlkzAU8YJR-1074,xvhagkc4lorxdtg5-519,AGREE
1gEQR0qYfJYw3VPnSlOaox-256,15z8vmuhxid4n1u3-183,AGREE
1gEQR0qYfJYw3VPnSlOaox-256,1b0z3nx39rbsv55p-116,AGREE
1gEQR0qYfJYw3VPnSlOaox-256,3c9xqym52xg8p6be-235,AGREE
1gEQR0qYfJYw3VPnSlOaox-256,493wxa73jgzlma5u-186,AGREE
1gEQR0qYfJYw3VPnSlOaox-256,4n89qkns832ejx5t-211,AGREE
1gEQR0qYfJYw3VPnSlOaox-256,4qxxva2ieuc1hh5l-150,AGREE
1gEQR0qYfJYw3VPnSlOaox-256,53lc58drc11ertj5-8,AGREE
1gEQR0qYfJYw3VPnSlOaox-256,5935a0l7253j2d54-20,AGREE
1gEQR0qYfJYw3VPnSlOaox-256,750cehlxslg6mm1z-255,AGREE
1gEQR0qYfJYw3VPnSlOaox-256,8riec4d145bm1enf-208,AGREE
1gEQR0qYfJYw3VPnSlOaox-256,9t84azytjxepq85j-6,AGREE
1gEQR0qYfJYw3VPnSlOaox-256,9tze5r5uqpgb7r3o-70,AGREE
1gEQR0qYfJYw3VPnSlOaox-256,a7tz0yncxll4zklo-29,PASS
1gEQR0qYfJYw3VPnSlOaox-256,afeyuhz1gv0e38da-52,AGREE
1gEQR0qYfJYw3VPnSlOaox-256,akhejla0gnzs43c5-190,AGREE
1gEQR0qYfJYw3VPnSlOaox-256,cvs4f8cgvyie6ivw-14,DISAGREE
1gEQR0qYfJYw3VPnSlOaox-256,cwi64ciyhe7ur23g-10,AGREE
1gEQR0qYfJYw3VPnSlOaox-256,f6a4fejgxaa2ilgb-168,AGREE
1gEQR0qYfJYw3VPnSlOaox-256,fl0ukeyz7srcbplj-79,AGREE
1gEQR0qYfJYw3VPnSlOaox-256,flul1rsrla8s8hmb-241,AGREE
1gEQR0qYfJYw3VPnSlOaox-256,i3qk2iagl58kxo9t-23,PASS
1gEQR0qYfJYw3VPnSlOaox-256,i7p5tb94874frhoc-12,AGREE
1gEQR0qYfJYw3VPnSlOaox-256,ir4cowgzrixa11dp-32,AGREE
1gEQR0qYfJYw3VPnSlOaox-256,j49itn7s55j2o7s3-109,AGREE
1gEQR0qYfJYw3VPnSlOaox-256,k2vmwwyzx4w6xlpu-130,AGREE
1gEQR0qYfJYw3VPnSlOaox-256,mzsgippsfnkomv2x-199,AGREE
1gEQR0qYfJYw3VPnSlOaox-256,n9j2qp89uzfk8ut0-13,PASS
1gEQR0qYfJYw3VPnSlOaox-256,os9xtogn1w1ht7pz-83,AGREE
1gEQR0qYfJYw3VPnSlOaox-256,pht0hl9xpseimvih-9,AGREE
1gEQR0qYfJYw3VPnSlOaox-256,pnsm43d8w3zp08j3-55,AGREE
1gEQR0qYfJYw3VPnSlOaox-256,pvs7hzioykl1cq99-15,PASS
1gEQR0qYfJYw3VPnSlOaox-256,r5xqt4p501nouhtc-243,AGREE
1gEQR0qYfJYw3VPnSlOaox-256,riuu9k9xjuy0bvr6-129,AGREE
1gEQR0qYfJYw3VPnSlOaox-256,s1k9ye9o2m71hssb-247,AGREE
1gEQR0qYfJYw3VPnSlOaox-256,sg65kxvf1t2tala7-7,AGREE
1gEQR0qYfJYw3VPnSlOaox-256,sq0oxfq8myx444nl-117,AGREE
1gEQR0qYfJYw3VPnSlOaox-256,w5wfcpkjcslqc3c5-196,AGREE
1gEQR0qYfJYw3VPnSlOaox-256,wnnhj7xvg0fn9xuy-3,AGREE
1gEQR0qYfJYw3VPnSlOaox-256,x7eedtjvzhwjr64d-17,PASS
1gEQR0qYfJYw3VPnSlOaox-256,yv37dia5u6hc36ko-136,AGREE
1ggaAmWIZG1imJawJjzpCy-1084,3jczucqmrunjdu0i-463,AGREE
1ggaAmWIZG1imJawJjzpCy-1084,5935a0l7253j2d54-20,AGREE
1ggaAmWIZG1imJawJjzpCy-1084,5iz31yrujoqw5dsk-412,PASS
1ggaAmWIZG1imJawJjzpCy-1084,6g5g79or7875aud9-268,DISAGREE
1ggaAmWIZG1imJawJjzpCy-1084,8hyexf7jxjn6fokz-435,AGREE
1ggaAmWIZG1imJawJjzpCy-1084,9tze5r5uqpgb7r3o-70,AGREE
1ggaAmWIZG1imJawJjzpCy-1084,a7tz0yncxll4zklo-29,AGREE
1ggaAmWIZG1imJawJjzpCy-1084,ahulwjtiqwnrhzn4-882,PASS
1ggaAmWIZG1imJawJjzpCy-1084,cd5glqj5sxvwvm4w-379,PASS
1ggaAmWIZG1imJawJjzpCy-1084,cnbh6nqqb9lzs34j-807,AGREE
1ggaAmWIZG1imJawJjzpCy-1084,cvs4f8cgvyie6ivw-14,PASS
1ggaAmWIZG1imJawJjzpCy-1084,cwi64ciyhe7ur23g-10,PASS
1ggaAmWIZG1imJawJjzpCy-1084,e9vifttd96qe3rzs-108,AGREE
1ggaAmWIZG1imJawJjzpCy-1084,flul1rsrla8s8hmb-241,AGREE
1ggaAmWIZG1imJawJjzpCy-1084,gkwwjwgabtgdjz0i-915,AGREE
1ggaAmWIZG1imJawJjzpCy-1084,imj70e3p15ahdbvz-283,AGREE
1ggaAmWIZG1imJawJjzpCy-1084,ixzareiyaz39pecn-437,PASS
1ggaAmWIZG1imJawJjzpCy-1084,k0axycelos6zle6k-275,AGREE
1ggaAmWIZG1imJawJjzpCy-1084,k2l0d1b4xgmpw5d3-632,DISAGREE
1ggaAmWIZG1imJawJjzpCy-1084,k2vmwwyzx4w6xlpu-130,AGREE
1ggaAmWIZG1imJawJjzpCy-1084,mzsgippsfnkomv2x-199,DISAGREE
1ggaAmWIZG1imJawJjzpCy-1084,nf7c3dd03uvulemx-182,PASS
1ggaAmWIZG1imJawJjzpCy-1084,nqjqijc1ydmt8vt4-532,AGREE
1ggaAmWIZG1imJawJjzpCy-1084,nvg5vmf60yknfu84-567,DISAGREE
1ggaAmWIZG1imJawJjzpCy-1084,oiq2q4qerxdouadv-683,DISAGREE
1ggaAmWIZG1imJawJjzpCy-1084,phr62gdswm31yiha-31,AGREE
1ggaAmWIZG1imJawJjzpCy-1084,pht0hl9xpseimvih-9,DISAGREE
1ggaAmWIZG1imJawJjzpCy-1084,pnsm43d8w3zp08j3-55,PASS
1ggaAmWIZG1imJawJjzpCy-1084,pvs7hzioykl1cq99-15,AGREE
1ggaAmWIZG1imJawJjzpCy-1084,qo1vsmado8e7flqh-367,DISAGREE
1ggaAmWIZG1imJawJjzpCy-1084,rm6j8y6rh05hhiwf-868,DISAGREE
1ggaAmWIZG1imJawJjzpCy-1084,t9nt3w5uzbikcidk-2,AGREE
1ggaAmWIZG1imJawJjzpCy-1084,tgv44ftj5ccasbuo-801,DISAGREE
1ggaAmWIZG1imJawJjzpCy-1084,waj1g1r1dwwo8nbh-584,DISAGREE
1ggaAmWIZG1imJawJjzpCy-1084,wnnhj7xvg0fn9xuy-3,AGREE
1ggaAmWIZG1imJawJjzpCy-1084,x7eedtjvzhwjr64d-17,AGREE
1ggaAmWIZG1imJawJjzpCy-1084,xtxmgtt0iaakytt3-282,AGREE
1ggaAmWIZG1imJawJjzpCy-1084,y4x41dntcagrp2u4-307,PASS
1ggaAmWIZG1imJawJjzpCy-1084,yjxrpj1epkyrybov-188,AGREE
1ggaAmWIZG1imJawJjzpCy-1084,yxdw2zcfzw0ldalm-314,DISAGREE
1gvLkv4VgBWuvSsuTWJzZ8-904,3zkwdeekgyspengw-381,AGREE
1gvLkv4VgBWuvSsuTWJzZ8-904,4abufwbucjg8vuaz-826,AGREE
1gvLkv4VgBWuvSsuTWJzZ8-904,4ivsolmlgses6m03-194,AGREE
1gvLkv4VgBWuvSsuTWJzZ8-904,4qxxva2ieuc1hh5l-150,AGREE
1gvLkv4VgBWuvSsuTWJzZ8-904,4yk1b3d5050ui22k-737,AGREE
1gvLkv4VgBWuvSsuTWJzZ8-904,53lc58drc11ertj5-8,AGREE
1gvLkv4VgBWuvSsuTWJzZ8-904,5935a0l7253j2d54-20,AGREE
1gvLkv4VgBWuvSsuTWJzZ8-904,6khub2rtsoyg9zqy-879,AGREE
1gvLkv4VgBWuvSsuTWJzZ8-904,9tze5r5uqpgb7r3o-70,PASS
1gvLkv4VgBWuvSsuTWJzZ8-904,a7tz0yncxll4zklo-29,PASS
1gvLkv4VgBWuvSsuTWJzZ8-904,b0oih5csk30lvylk-284,AGREE
1gvLkv4VgBWuvSsuTWJzZ8-904,cdyk0x65mufm8zov-206,AGREE
1gvLkv4VgBWuvSsuTWJzZ8-904,chj755nf4zw9xa3k-16,AGREE
1gvLkv4VgBWuvSsuTWJzZ8-904,cvs4f8cgvyie6ivw-14,PASS
1gvLkv4VgBWuvSsuTWJzZ8-904,cwbfuk9e1v2isqp4-73,AGREE
1gvLkv4VgBWuvSsuTWJzZ8-904,d84u89yjb1qx6gvw-80,AGREE
1gvLkv4VgBWuvSsuTWJzZ8-904,g8sbi4q2y9v86wzs-35,AGREE
1gvLkv4VgBWuvSsuTWJzZ8-904,i9g5dzx5qjicjdan-504,PASS
1gvLkv4VgBWuvSsuTWJzZ8-904,ir4cowgzrixa11dp-32,AGREE
1gvLkv4VgBWuvSsuTWJzZ8-904,izzqy72wx7ptx63c-76,AGREE
1gvLkv4VgBWuvSsuTWJzZ8-904,k0axycelos6zle6k-275,AGREE
1gvLkv4VgBWuvSsuTWJzZ8-904,keh5sw2292mtr6sn-490,AGREE
1gvLkv4VgBWuvSsuTWJzZ8-904,li076a3kkrzd5e9p-555,AGREE
1gvLkv4VgBWuvSsuTWJzZ8-904,m0l2ljk4q5v7c6s5-580,AGREE
1gvLkv4VgBWuvSsuTWJzZ8-904,nam148p0tvhhpbmy-44,AGREE
1gvLkv4VgBWuvSsuTWJzZ8-904,nvg5vmf60yknfu84-567,AGREE
1gvLkv4VgBWuvSsuTWJzZ8-904,ofwb0hpmnz1udbfw-187,AGREE
1gvLkv4VgBWuvSsuTWJzZ8-904,oqw9ja2m0w10lbt3-223,AGREE
1gvLkv4VgBWuvSsuTWJzZ8-904,os9xtogn1w1ht7pz-83,PASS
1gvLkv4VgBWuvSsuTWJzZ8-904,pvs7hzioykl1cq99-15,AGREE
1gvLkv4VgBWuvSsuTWJzZ8-904,qo1vsmado8e7flqh-367,AGREE
1gvLkv4VgBWuvSsuTWJzZ8-904,riuu9k9xjuy0bvr6-129,AGREE
1gvLkv4VgBWuvSsuTWJzZ8-904,rm6j8y6rh05hhiwf-868,AGREE
1gvLkv4VgBWuvSsuTWJzZ8-904,tgxnx4sn6sm5rrvs-809,AGREE
1gvLkv4VgBWuvSsuTWJzZ8-904,whef0votqtxhi15c-277,PASS
1gvLkv4VgBWuvSsuTWJzZ8-904,x43wfsqg8x80rmhr-806,AGREE
1gvLkv4VgBWuvSsuTWJzZ8-904,x74d0gjyv5g10ur5-293,AGREE
1gvLkv4VgBWuvSsuTWJzZ8-904,x7eedtjvzhwjr64d-17,AGREE
1gvLkv4VgBWuvSsuTWJzZ8-904,xpnmjqy3odsx4nxv-576,AGREE
1gvLkv4VgBWuvSsuTWJzZ8-904,z15bcw790pdw5py6-118,AGREE
1h3z4mDsaBxGcye1kXu9W8-281,1g463sdygfliji18-274,AGREE
1h3z4mDsaBxGcye1kXu9W8-281,2bc2nnuvy8n1utox-229,AGREE
1h3z4mDsaBxGcye1kXu9W8-281,3ifhv1xg1r11q7uw-195,AGREE
1h3z4mDsaBxGcye1kXu9W8-281,4wsqt26q3xlrfcd6-198,AGREE
1h3z4mDsaBxGcye1kXu9W8-281,5935a0l7253j2d54-20,AGREE
1h3z4mDsaBxGcye1kXu9W8-281,6g5g79or7875aud9-268,AGREE
1h3z4mDsaBxGcye1kXu9W8-281,7fxzv4u3bbxux1ox-238,AGREE
1h3z4mDsaBxGcye1kXu9W8-281,7ln23y30ysxpnngh-207,AGREE
1h3z4mDsaBxGcye1kXu9W8-281,a7tz0yncxll4zklo-29,DISAGREE
1h3z4mDsaBxGcye1kXu9W8-281,asifpwioxd9css9t-221,AGREE
1h3z4mDsaBxGcye1kXu9W8-281,cdyk0x65mufm8zov-206,AGREE
1h3z4mDsaBxGcye1kXu9W8-281,cvs4f8cgvyie6ivw-14,DISAGREE
1h3z4mDsaBxGcye1kXu9W8-281,d44k1j6fp8hqmabs-212,AGREE
1h3z4mDsaBxGcye1kXu9W8-281,ehe2atn2twdl9zs1-234,AGREE
1h3z4mDsaBxGcye1kXu9W8-281,fflzm764jwtektsg-236,AGREE
1h3z4mDsaBxGcye1kXu9W8-281,flul1rsrla8s8hmb-241,AGREE
1h3z4mDsaBxGcye1kXu9W8-281,g2qzw3c1qkbhb7s9-224,AGREE
1h3z4mDsaBxGcye1kXu9W8-281,ie0rnujjq9k6re4q-232,DISAGREE
1h3z4mDsaBxGcye1kXu9W8-281,k9tr74qgefqjg02u-269,AGREE
1h3z4mDsaBxGcye1kXu9W8-281,oqw9ja2m0w10lbt3-223,AGREE
1h3z4mDsaBxGcye1kXu9W8-281,qzcuctsuflsehuds-278,PASS
1h3z4mDsaBxGcye1kXu9W8-281,sq0oxfq8myx444nl-117,AGREE
1h3z4mDsaBxGcye1kXu9W8-281,t1ghr09skdgigatj-68,AGREE
1h3z4mDsaBxGcye1kXu9W8-281,t7o75rh8lx6dut07-267,AGREE
1h3z4mDsaBxGcye1kXu9W8-281,t7zewviytwbozd1a-265,AGREE
1h3z4mDsaBxGcye1kXu9W8-281,trp0j43d5iqvnb4g-61,AGREE
1h3z4mDsaBxGcye1kXu9W8-281,ujv6oh9sdbdw2pcn-5,AGREE
1h3z4mDsaBxGcye1kXu9W8-281,whef0votqtxhi15c-277,DISAGREE
1H93eaCvBeg5D5Y6E1rPx8-131,0dk0get8t63j3r30-131,DISAGREE
1H93eaCvBeg5D5Y6E1rPx8-131,1b0z3nx39rbsv55p-116,AGREE
1H93eaCvBeg5D5Y6E1rPx8-131,1n13jcat9mx2x18h-49,AGREE
1H93eaCvBeg5D5Y6E1rPx8-131,3t60rjiw1swjckjl-39,AGREE
1H93eaCvBeg5D5Y6E1rPx8-131,4qxxva2ieuc1hh5l-150,AGREE
1H93eaCvBeg5D5Y6E1rPx8-131,53lc58drc11ertj5-8,AGREE
1H93eaCvBeg5D5Y6E1rPx8-131,5935a0l7253j2d54-20,AGREE
1H93eaCvBeg5D5Y6E1rPx8-131,9t84azytjxepq85j-6,AGREE
1H93eaCvBeg5D5Y6E1rPx8-131,9tze5r5uqpgb7r3o-70,AGREE
1H93eaCvBeg5D5Y6E1rPx8-131,a7tz0yncxll4zklo-29,AGREE
1H93eaCvBeg5D5Y6E1rPx8-131,b2knftu2gc5wi6fq-121,DISAGREE
1H93eaCvBeg5D5Y6E1rPx8-131,chj755nf4zw9xa3k-16,AGREE
1H93eaCvBeg5D5Y6E1rPx8-131,cvs4f8cgvyie6ivw-14,AGREE
1H93eaCvBeg5D5Y6E1rPx8-131,cwi64ciyhe7ur23g-10,AGREE
1H93eaCvBeg5D5Y6E1rPx8-131,d84u89yjb1qx6gvw-80,AGREE
1H93eaCvBeg5D5Y6E1rPx8-131,e9vifttd96qe3rzs-108,AGREE
1H93eaCvBeg5D5Y6E1rPx8-131,f6a4fejgxaa2ilgb-168,AGREE
1H93eaCvBeg5D5Y6E1rPx8-131,fl0ukeyz7srcbplj-79,DISAGREE
1H93eaCvBeg5D5Y6E1rPx8-131,g8sbi4q2y9v86wzs-35,AGREE
1H93eaCvBeg5D5Y6E1rPx8-131,h2m5zja8dzr1yxr2-66,AGREE
1H93eaCvBeg5D5Y6E1rPx8-131,hv3a3zmf8mdd4v30-1,AGREE
1H93eaCvBeg5D5Y6E1rPx8-131,i7p5tb94874frhoc-12,DISAGREE
